year_index,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,foreign_film,origin,origin_language
2006-01-01,65.0,99.0,14.0,633.0,17000.0,70163652.0,Comedy|Crime,Big Momma's House 2 ,31968,19334,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,82.0,English,USA,PG-13,40000000.0,2006.0,826.0,4.6,663,30163652.0,USA,American,English
2001-01-01,125.0,123.0,563.0,8000.0,24000.0,66808615.0,Adventure|Comedy|Crime|Romance,The Mexican ,87351,43917,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,344.0,English,USA,R,34000000.0,2001.0,11000.0,6.1,2000,32808615.0,USA,American,English
2009-01-01,191.0,102.0,23.0,651.0,2000.0,64149837.0,Comedy|Drama|Family|Fantasy|Romance,17 Again ,146899,7009,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,2009.0,2000.0,6.4,0,44149837.0,USA,American,English
2014-01-01,191.0,109.0,415.0,119.0,982.0,83906114.0,Comedy|Romance,The Other Woman ,104481,2357,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,189.0,English,USA,PG-13,40000000.0,2014.0,971.0,6.0,16000,43906114.0,USA,American,English
2009-01-01,221.0,82.0,160.0,748.0,164000.0,66466372.0,Horror,The Final Destination ,75345,303717,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,290.0,English,USA,R,40000000.0,2009.0,137000.0,5.2,0,26466372.0,USA,American,English
2015-01-01,459.0,142.0,14000.0,423.0,15000.0,72306065.0,Drama|History|Thriller,Bridge of Spies ,178118,16944,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,355.0,English,USA,PG-13,40000000.0,2015.0,535.0,7.6,55000,32306065.0,USA,American,English
2001-01-01,131.0,106.0,212.0,389.0,578.0,59068786.0,Action|Drama|Thriller|War,Behind Enemy Lines ,86902,2544,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,411.0,English,USA,PG-13,40000000.0,2001.0,563.0,6.4,0,19068786.0,USA,American,English
2010-01-01,222.0,114.0,89.0,177.0,836.0,60923325.0,Comedy|Music,Get Him to the Greek ,147317,2091,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,197.0,English,USA,R,39752620.0,2010.0,719.0,6.4,12000,21170705.0,USA,American,English
2004-01-01,118.0,106.0,23.0,418.0,1000.0,57887882.0,Comedy|Drama|Romance,Shall We Dance ,35508,2325,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,211.0,English,USA,PG-13,50000000.0,2004.0,593.0,6.1,0,7887882.0,USA,American,English
1998-01-01,100.0,108.0,287.0,823.0,4000.0,53955614.0,Action|Adventure|Comedy|Family|Sci-Fi,Small Soldiers ,77415,8610,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,40000000.0,1998.0,835.0,6.1,0,13955614.0,USA,American,English
1997-01-01,70.0,98.0,20.0,968.0,2000.0,54967359.0,Action|Horror,Spawn ,52805,7039,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,209.0,English,USA,R,40000000.0,1997.0,2000.0,5.2,0,14967359.0,USA,American,English
2002-01-01,138.0,131.0,58.0,720.0,15000.0,54228104.0,Action|Adventure|Drama|Romance|Thriller,The Count of Monte Cristo ,104991,17152,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,544.0,English,UK,PG-13,35000000.0,2002.0,1000.0,7.7,0,19228104.0,UK,Foreign,English
2011-01-01,274.0,118.0,65.0,638.0,11000.0,57981889.0,Crime|Drama|Thriller,The Lincoln Lawyer ,173848,13943,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,203.0,English,USA,R,40000000.0,2011.0,980.0,7.3,25000,17981889.0,USA,American,English
2011-01-01,349.0,113.0,174.0,767.0,14000.0,61094903.0,Action|Mystery|Thriller,Unknown ,210542,17152,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332.0,English,UK,PG-13,30000000.0,2011.0,903.0,6.9,29000,31094903.0,UK,Foreign,English
2006-01-01,341.0,130.0,22000.0,19000.0,23000.0,53082743.0,Drama|Mystery|Sci-Fi|Thriller,The Prestige ,844052,63986,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,1100.0,English,USA,PG-13,40000000.0,2006.0,20000.0,8.5,49000,13082743.0,USA,American,English
2014-01-01,196.0,116.0,51.0,465.0,18000.0,54414716.0,Comedy|Crime,Horrible Bosses 2 ,114294,30571,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,187.0,English,USA,R,42000000.0,2014.0,11000.0,6.3,12000,12414716.0,USA,American,English
2013-01-01,83.0,89.0,7.0,91.0,3000.0,57011847.0,Adventure|Animation|Comedy|Family|Sci-Fi,Escape from Planet Earth ,20615,3361,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44.0,English,USA,PG,40000000.0,2013.0,190.0,5.9,0,17011847.0,USA,American,English
2006-01-01,283.0,139.0,0.0,19.0,708.0,50859889.0,Action|Adventure|Drama|Thriller,Apocalypto ,236000,848,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,1043.0,Maya,USA,R,40000000.0,2006.0,78.0,7.8,14000,10859889.0,USA,American,Foreign
1987-01-01,105.0,130.0,46.0,162.0,387.0,51185897.0,Action|Adventure|Thriller,The Living Daylights ,69457,1233,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,271.0,English,UK,PG,30000000.0,1987.0,244.0,6.7,0,21185897.0,UK,Foreign,English
2010-01-01,351.0,107.0,190.0,520.0,2000.0,52000688.0,Action|Adventure|Sci-Fi|Thriller,Predators ,171418,4243,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,619.0,English,USA,R,40000000.0,2010.0,1000.0,6.4,17000,12000688.0,USA,American,English
1986-01-01,16.0,116.0,425.0,204.0,954.0,49851591.0,Comedy|Crime|Romance,Legal Eagles ,7900,2179,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,34.0,English,USA,PG,40000000.0,1986.0,568.0,5.9,263,9851591.0,USA,American,English
2004-01-01,195.0,96.0,192.0,501.0,40000.0,47781388.0,Mystery|Thriller,Secret Window ,147504,41293,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531.0,English,USA,PG-13,40000000.0,2004.0,534.0,6.6,0,7781388.0,USA,American,English
2006-01-01,175.0,99.0,18.0,211.0,18000.0,52320979.0,Drama|Fantasy|Romance,The Lake House ,114321,18693,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,548.0,English,USA,PG,40000000.0,2006.0,426.0,6.8,0,12320979.0,USA,American,English
2005-01-01,193.0,104.0,34.0,280.0,545.0,47806295.0,Horror|Mystery|Thriller,The Skeleton Key ,87447,1274,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,371.0,English,USA,PG-13,43000000.0,2005.0,351.0,6.5,0,4806295.0,USA,American,English
2012-01-01,169.0,105.0,54.0,988.0,3000.0,51853450.0,Comedy|Drama|Family|Fantasy,The Odd Life of Timothy Green ,37398,9069,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,110.0,English,USA,PG,25000000.0,2012.0,2000.0,6.6,11000,26853450.0,USA,American,English
2008-01-01,128.0,101.0,10.0,681.0,1000.0,46012734.0,Comedy|Romance,Made of Honor ,54421,4298,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,40000000.0,2008.0,689.0,5.8,3000,6012734.0,USA,American,English
2014-01-01,249.0,134.0,16000.0,235.0,880.0,47034272.0,Biography|Drama|Music|Musical,Jersey Boys ,25465,2281,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,190.0,English,USA,R,40000000.0,2014.0,413.0,6.9,16000,7034272.0,USA,American,English
1997-01-01,91.0,135.0,0.0,913.0,13000.0,45856732.0,Crime|Drama|Thriller,The Rainmaker ,46221,16762,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141.0,English,USA,PG-13,40000000.0,1997.0,936.0,7.1,0,5856732.0,USA,American,English
2003-01-01,207.0,98.0,326.0,416.0,21000.0,59588068.0,Horror|Mystery|Thriller,Gothika ,89557,22318,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,376.0,English,USA,R,40000000.0,2003.0,534.0,5.8,0,19588068.0,USA,American,English
1997-01-01,77.0,155.0,14000.0,11000.0,12000.0,44175394.0,Drama|History,Amistad ,56509,37570,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,227.0,English,USA,R,36000000.0,1997.0,11000.0,7.2,0,8175394.0,USA,American,English
1992-01-01,25.0,106.0,323.0,0.0,472.0,45500797.0,Adventure|Drama|Romance,Medicine Man ,17443,519,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,56.0,English,USA,PG-13,40000000.0,1992.0,47.0,6.0,694,5500797.0,USA,American,English
2007-01-01,211.0,102.0,25.0,473.0,1000.0,41797066.0,Action|Horror|Sci-Fi|Thriller,Aliens vs. Predator: Requiem ,92789,4324,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,998.0,English,USA,R,40000000.0,2007.0,741.0,4.7,0,1797066.0,USA,American,English
1994-01-01,19.0,95.0,80.0,287.0,3000.0,38087756.0,Comedy|Family,Ri¢hie Ri¢h ,49612,4634,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39.0,English,USA,PG,40000000.0,1994.0,450.0,5.2,0,-1912244.0,USA,American,English
2000-01-01,101.0,103.0,643.0,586.0,24000.0,37752931.0,Drama|Romance,Autumn in New York ,20201,26938,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,40000000.0,2000.0,1000.0,5.5,0,-2247069.0,USA,American,English
2007-01-01,175.0,95.0,30.0,664.0,799.0,50562555.0,Comedy|Music|Romance,Music and Lyrics ,81334,2787,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291.0,English,USA,PG-13,39752620.0,2007.0,690.0,6.5,0,10809935.0,USA,American,English
2011-01-01,342.0,109.0,99.0,57.0,176.0,37371385.0,Adventure|Comedy|Sci-Fi,Paul ,192462,390,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,334.0,English,USA,R,40000000.0,2011.0,61.0,7.0,42000,-2628615.0,USA,American,English
2012-01-01,147.0,95.0,98.0,78.0,405.0,37101011.0,Comedy|Drama,The Guilt Trip ,30394,1070,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,103.0,English,USA,PG-13,40000000.0,2012.0,358.0,5.8,0,-2898989.0,USA,American,English
2011-01-01,420.0,111.0,0.0,687.0,2000.0,38176892.0,Horror|Mystery,Scream 4 ,104119,4486,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,518.0,English,USA,R,40000000.0,2011.0,741.0,6.2,26000,-1823108.0,USA,American,English
1999-01-01,138.0,123.0,541.0,173.0,12000.0,36283504.0,Mystery|Thriller,8MM ,104564,12970,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,587.0,English,Germany,R,40000000.0,1999.0,638.0,6.5,0,-3716496.0,Germany,Foreign,English
1991-01-01,82.0,140.0,0.0,552.0,720.0,35183792.0,Biography|Drama|Music|Musical,The Doors ,68159,3044,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,209.0,English,USA,R,38000000.0,1991.0,576.0,7.2,0,-2816208.0,USA,American,English
2014-01-01,201.0,94.0,52.0,214.0,683.0,38543473.0,Comedy,Sex Tape ,84382,1488,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,158.0,English,USA,R,40000000.0,2014.0,392.0,5.1,0,-1456527.0,USA,American,English
2000-01-01,82.0,94.0,0.0,235.0,374.0,36037909.0,Comedy|Drama,Hanging Up ,10132,1238,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,130.0,English,Germany,PG-13,60000000.0,2000.0,258.0,4.7,390,-23962091.0,Germany,Foreign,English
2011-01-01,277.0,92.0,77.0,495.0,703.0,42575718.0,Horror,Final Destination 5 ,83788,3074,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227.0,English,USA,R,40000000.0,2011.0,682.0,5.9,20000,2575718.0,USA,American,English
1999-01-01,90.0,102.0,6.0,584.0,711.0,33864342.0,Comedy|Crime|Romance,Mickey Blue Eyes ,29968,2913,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117.0,English,UK,PG-13,40000000.0,1999.0,683.0,5.8,445,-6135658.0,UK,Foreign,English
2000-01-01,157.0,123.0,75.0,754.0,18000.0,33508922.0,Drama,Pay It Forward ,95860,23920,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,660.0,English,USA,PG-13,40000000.0,2000.0,3000.0,7.2,16000,-6491078.0,USA,American,English
2005-01-01,124.0,104.0,101.0,223.0,787.0,42071069.0,Comedy|Drama|Romance|Sport,Fever Pitch ,36223,1827,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,208.0,English,USA,PG-13,30000000.0,2005.0,299.0,6.2,0,12071069.0,USA,American,English
2008-01-01,146.0,102.0,65.0,490.0,1000.0,32853640.0,Comedy|Drama,Drillbit Taylor ,50199,3239,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,40000000.0,2008.0,613.0,5.7,702,-7146360.0,USA,American,English
2014-01-01,303.0,136.0,3000.0,3000.0,14000.0,42615685.0,Comedy|Western,A Million Ways to Die in the West ,136093,28927,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,416.0,English,USA,R,40000000.0,2014.0,9000.0,6.1,24000,2615685.0,USA,American,English
1994-01-01,70.0,93.0,85.0,510.0,924.0,32055248.0,Action|Adventure|Crime|Fantasy|Mystery|Thriller,The Shadow ,18723,2711,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,146.0,English,USA,PG-13,25000000.0,1994.0,595.0,6.0,0,7055248.0,USA,American,English
2011-01-01,283.0,129.0,335.0,64.0,15000.0,31836745.0,Adventure|Drama|Mystery,Extremely Loud & Incredibly Close ,81298,15595,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,341.0,English,USA,PG-13,40000000.0,2011.0,467.0,6.9,39000,-8163255.0,USA,American,English
2010-01-01,212.0,107.0,50.0,58.0,293.0,30993544.0,Comedy|Drama|Romance,Morning Glory ,58871,621,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,156.0,English,USA,PG-13,40000000.0,2010.0,117.0,6.5,0,-9006456.0,USA,American,English
2005-01-01,98.0,117.0,260.0,441.0,1000.0,30981850.0,Biography|Crime|Drama|Music,Get Rich or Die Tryin' ,35834,3969,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,284.0,English,USA,R,40000000.0,2005.0,1000.0,5.0,0,-9018150.0,USA,American,English
2000-01-01,110.0,116.0,18.0,249.0,2000.0,30199105.0,Action|Adventure|Crime|Thriller,The Art of War ,25346,3753,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167.0,English,USA,R,40000000.0,2000.0,1000.0,5.7,470,-9800895.0,USA,American,English
2005-01-01,146.0,135.0,0.0,715.0,3000.0,29077547.0,Drama|Musical|Romance,Rent ,41685,5917,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,754.0,English,USA,PG-13,40000000.0,2005.0,1000.0,7.0,3000,-10922453.0,USA,American,English
2000-01-01,100.0,107.0,55.0,294.0,3000.0,29374178.0,Crime|Drama|Horror|Thriller,Bless the Child ,12093,4565,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,188.0,English,USA,R,40000000.0,2000.0,941.0,5.1,394,-10625822.0,USA,American,English
1999-01-01,62.0,90.0,39.0,210.0,607.0,28535768.0,Comedy,The Out-of-Towners ,10446,1335,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,105.0,English,USA,PG-13,40000000.0,1999.0,322.0,5.3,279,-11464232.0,USA,American,English
1996-01-01,70.0,99.0,287.0,44.0,10000.0,27663982.0,Horror|Sci-Fi|Thriller,The Island of Dr. Moreau ,26051,10469,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,40000000.0,1996.0,368.0,4.4,0,-12336018.0,USA,American,English
2001-01-01,107.0,104.0,0.0,327.0,964.0,27053815.0,Action|Adventure|Romance,The Musketeer ,12856,2888,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,291.0,English,Germany,PG-13,40000000.0,2001.0,931.0,4.7,299,-12946185.0,Germany,Foreign,English
2008-01-01,169.0,115.0,56.0,19000.0,20000.0,26814957.0,Biography|Drama|History|Romance,The Other Boleyn Girl ,84357,77823,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,252.0,English,UK,PG-13,35000000.0,2008.0,19000.0,6.7,0,-8185043.0,UK,Foreign,English
2001-01-01,94.0,119.0,7.0,903.0,18000.0,25178165.0,Drama|Romance,Sweet November ,70292,29484,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,274.0,English,USA,PG-13,40000000.0,2001.0,9000.0,6.7,8000,-14821835.0,USA,American,English
2007-01-01,190.0,99.0,81.0,135.0,327.0,25117498.0,Horror|Thriller,The Reaping ,37412,960,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,178.0,English,USA,R,40000000.0,2007.0,253.0,5.7,0,-14882502.0,USA,American,English
1973-01-01,112.0,112.0,17000.0,354.0,22000.0,32645.0,Crime|Drama|Romance|Thriller,Mean Streets ,67797,23737,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223.0,English,USA,R,500000.0,1973.0,926.0,7.4,0,-467355.0,USA,American,English
1994-01-01,12.0,128.0,545.0,353.0,783.0,24332324.0,Comedy|Drama,Renaissance Man ,13830,3126,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61.0,English,USA,PG-13,40000000.0,1994.0,754.0,6.1,680,-15667676.0,USA,American,English
2011-01-01,201.0,112.0,118.0,674.0,877.0,36665854.0,Action|Crime|Drama|Thriller,Colombiana ,76498,3432,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,203.0,English,France,PG-13,40000000.0,2011.0,738.0,6.4,15000,-3334146.0,France,Foreign,English
1998-01-01,34.0,86.0,7.0,795.0,10000.0,22717758.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,The Magic Sword: Quest for Camelot ,11156,14275,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,67.0,English,USA,G,40000000.0,1998.0,908.0,6.2,0,-17282242.0,USA,American,English
2002-01-01,104.0,108.0,105.0,616.0,22000.0,22433915.0,Crime|Drama|Mystery|Thriller,City by the Sea ,21319,34377,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166.0,English,USA,R,60000000.0,2002.0,11000.0,6.2,416,-37566085.0,USA,American,English
1999-01-01,55.0,128.0,34.0,685.0,978.0,22326247.0,Drama|Romance,At First Sight ,11232,3821,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,106.0,English,USA,PG-13,60000000.0,1999.0,886.0,5.9,0,-37673753.0,USA,American,English
2004-01-01,86.0,84.0,33.0,1000.0,1000.0,21176322.0,Action|Comedy|Crime,Torque ,23747,5039,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,207.0,English,USA,PG-13,40000000.0,2004.0,1000.0,4.0,0,-18823678.0,USA,American,English
1996-01-01,50.0,111.0,17.0,889.0,14000.0,20300000.0,Drama|Thriller,City Hall ,16741,17877,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,60.0,English,USA,R,40000000.0,1996.0,940.0,6.2,309,-19700000.0,USA,American,English
1995-01-01,181.0,131.0,719.0,683.0,16000.0,20302961.0,Drama,Showgirls ,49874,18913,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,450.0,English,France,NC-17,45000000.0,1995.0,893.0,4.6,0,-24697039.0,France,Foreign,English
2006-01-01,260.0,123.0,0.0,826.0,4000.0,15962471.0,Biography|Drama|History|Romance,Marie Antoinette ,79892,7243,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619.0,English,USA,PG-13,40000000.0,2006.0,887.0,6.4,0,-24037529.0,USA,American,English
1995-01-01,40.0,101.0,58.0,497.0,12000.0,14942422.0,Action|Crime|Thriller,Kiss of Death ,14226,14008,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60.0,English,USA,R,40000000.0,1995.0,975.0,5.9,555,-25057578.0,USA,American,English
2000-01-01,102.0,102.0,19.0,351.0,13000.0,14967182.0,Action|Crime|Drama|Thriller,Get Carter ,27305,14463,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284.0,English,USA,R,40000000.0,2000.0,530.0,5.1,604,-25032818.0,USA,American,English
2012-01-01,371.0,114.0,171.0,284.0,6000.0,18996755.0,Drama|Thriller,The Impossible ,145270,7099,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322.0,English,Spain,PG-13,45000000.0,2012.0,382.0,7.6,54000,-26003245.0,Spain,Foreign,English
1987-01-01,49.0,107.0,124.0,572.0,636.0,14375181.0,Action|Adventure|Comedy|Music|Thriller,Ishtar ,8692,3374,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,51000000.0,1987.0,631.0,4.2,754,-36624819.0,USA,American,English
2009-01-01,335.0,87.0,0.0,563.0,13000.0,20999103.0,Adventure|Animation|Comedy|Crime|Family,Fantastic Mr. Fox ,139114,24770,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,245.0,English,USA,PG,40000000.0,2009.0,11000.0,7.8,15000,-19000897.0,USA,American,English
2002-01-01,86.0,103.0,65.0,311.0,11000.0,14448589.0,Comedy|Romance,Life or Something Like It ,19364,12566,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,USA,PG-13,40000000.0,2002.0,944.0,5.8,835,-25551411.0,USA,American,English
1992-01-01,40.0,99.0,0.0,402.0,782.0,14358033.0,Comedy|Romance|Sci-Fi|Thriller,Memoirs of an Invisible Man ,17365,2125,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66.0,English,USA,PG-13,40000000.0,1992.0,658.0,5.9,630,-25641967.0,USA,American,English
2001-01-01,242.0,122.0,0.0,54.0,326.0,33201661.0,Comedy|Romance,Amélie ,534262,809,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314.0,French,France,R,77000000.0,2001.0,326.0,8.4,39000,-43798339.0,France,Foreign,Foreign
2004-01-01,70.0,91.0,29.0,762.0,976.0,14018364.0,Comedy|Crime|Family|Romance,New York Minute ,17722,3974,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111.0,English,USA,PG,30000000.0,2004.0,799.0,4.8,849,-15981636.0,USA,American,English
2004-01-01,135.0,103.0,14.0,624.0,865.0,13395939.0,Comedy|Drama|Romance,Alfie ,43442,3639,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146.0,English,UK,R,60000000.0,2004.0,826.0,6.2,0,-46604061.0,UK,Foreign,English
2012-01-01,125.0,107.0,42.0,171.0,875.0,20113965.0,Biography|Drama|Romance,Big Miracle ,15231,1702,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66.0,English,USA,PG,40000000.0,2012.0,596.0,6.5,0,-19886035.0,USA,American,English
1999-01-01,54.0,106.0,22.0,613.0,2000.0,13376506.0,Drama,The Deep End of the Ocean ,10413,4327,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,40000000.0,1999.0,642.0,6.3,579,-26623494.0,USA,American,English
2002-01-01,104.0,101.0,37.0,595.0,2000.0,13208023.0,Crime|Horror|Thriller,Feardotcom ,17309,4262,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388.0,English,UK,R,42000000.0,2002.0,886.0,3.3,612,-28791977.0,UK,Foreign,English
2009-01-01,157.0,109.0,80.0,835.0,14000.0,13838130.0,Action|Adventure|Fantasy|Thriller,Cirque du Freak: The Vampire's Assistant ,35990,20503,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157.0,English,USA,PG-13,40000000.0,2009.0,4000.0,5.9,0,-26161870.0,USA,American,English
2003-01-01,78.0,89.0,0.0,500.0,1000.0,9652000.0,Comedy,Duplex ,46205,3096,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,40000000.0,2003.0,627.0,5.8,0,-30348000.0,USA,American,English
2008-01-01,88.0,100.0,92.0,706.0,1000.0,12081447.0,Comedy|Drama|Music,Soul Men ,7794,4103,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25.0,English,USA,R,39752620.0,2008.0,760.0,6.5,866,-27671173.0,USA,American,English
1980-01-01,32.0,119.0,5.0,249.0,521.0,7000000.0,Action|Adventure|Drama|Thriller,Raise the Titanic ,2933,1883,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70.0,English,UK,PG,36000000.0,1980.0,372.0,4.7,328,-29000000.0,UK,Foreign,English
1999-01-01,75.0,83.0,7.0,485.0,2000.0,10431220.0,Action|Sci-Fi,Universal Soldier: The Return ,24216,4024,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162.0,English,USA,R,24000000.0,1999.0,577.0,4.1,401,-13568780.0,USA,American,English
2009-01-01,219.0,108.0,22.0,61.0,12000.0,10326062.0,Action|Horror|Mystery|Sci-Fi|Thriller,Pandorum ,121432,14127,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310.0,English,Germany,R,33000000.0,2009.0,2000.0,6.8,10000,-22673938.0,Germany,Foreign,English
2001-01-01,83.0,102.0,39.0,259.0,1000.0,6114237.0,Drama|Mystery|Sci-Fi|Thriller,Impostor ,19986,2664,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207.0,English,USA,R,40000000.0,2001.0,1000.0,6.2,892,-33885763.0,USA,American,English
2002-01-01,53.0,93.0,18.0,443.0,3000.0,4835968.0,Action|Adventure|Thriller,Extreme Ops ,4821,4123,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82.0,English,UK,PG-13,40000000.0,2002.0,545.0,4.5,158,-35164032.0,UK,Foreign,English
2001-01-01,61.0,84.0,8.0,219.0,545.0,4777007.0,Comedy|Fantasy|Sci-Fi,Just Visiting ,15130,1149,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98.0,English,France,PG-13,40000000.0,2001.0,248.0,5.8,565,-35222993.0,France,Foreign,English
2007-01-01,308.0,107.0,0.0,167.0,11000.0,3675072.0,Adventure|Sci-Fi|Thriller,Sunshine ,190132,11623,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801.0,English,UK,R,26000000.0,2007.0,372.0,7.3,15000,-22324928.0,UK,Foreign,English
2012-01-01,70.0,91.0,48.0,39.0,61.0,18438149.0,Comedy|Drama,A Thousand Words ,30842,222,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93.0,English,USA,PG-13,40000000.0,2012.0,46.0,5.9,0,-21561851.0,USA,American,English
